,Microbe_0,Microbe_1,Microbe_2,Microbe_3,Microbe_4,Microbe_5,Microbe_6,Microbe_7,Microbe_8,Microbe_9,Microbe_10,Microbe_11,Microbe_12,Microbe_13,Microbe_14,Microbe_15,Microbe_16,Microbe_17,Microbe_18,Microbe_19,Microbe_20,Microbe_21,Microbe_22,Microbe_23,Microbe_24,Microbe_25,Microbe_26,Microbe_27,Microbe_28,Microbe_29,Microbe_30,Microbe_31,Microbe_32,Microbe_33,Microbe_34,Microbe_35,Microbe_36,Microbe_37,Microbe_38,Microbe_39,Microbe_40,Microbe_41,Microbe_42,Microbe_43,Microbe_44,Microbe_45,Microbe_46,Microbe_47,Microbe_48,Microbe_49,Microbe_50,Microbe_51,Microbe_52,Microbe_53,Microbe_54,Microbe_55,Microbe_56,Microbe_57,Microbe_58,Microbe_59,Microbe_60,Microbe_61,Microbe_62,Microbe_63,Microbe_64,Microbe_65,Microbe_66,Microbe_67,Microbe_68,Microbe_69,Microbe_70,Microbe_71,Microbe_72,Microbe_73,Microbe_74,Microbe_75,Microbe_76,Microbe_77,Microbe_78,Microbe_79,Microbe_80,Microbe_81,Microbe_82,Microbe_83,Microbe_84,Microbe_85,Microbe_86,Microbe_87,Microbe_88,Microbe_89,Microbe_90,Microbe_91,Microbe_92,Microbe_93,Microbe_94,Microbe_95,Microbe_96,Microbe_97,Microbe_98,Microbe_99,Microbe_100,Microbe_101,Microbe_102,Microbe_103,Microbe_104,Microbe_105,Microbe_106,Microbe_107,Microbe_108,Microbe_109,Microbe_110,Microbe_111,Microbe_112,Microbe_113,Microbe_114,Microbe_115,Microbe_116,Microbe_117,Microbe_118,Microbe_119,Group
Patient_367,73,71,75,41,68,41,63,71,41,40,31,77,69,35,73,39,21,61,73,38,66,48,39,56,73,64,61,40,67,75,69,52,69,41,38,73,39,47,67,43,64,26,42,63,69,71,72,68,78,71,41,72,67,20,36,29,64,26,79,72,70,24,44,63,32,36,60,16,72,27,64,63,45,54,80,67,69,72,42,73,70,78,61,62,64,38,55,32,58,62,70,80,21,79,29,69,62,37,22,83,33,31,63,47,74,68,26,65,72,73,74,35,71,23,68,36,29,43,61,28,case
Patient_368,52,65,66,64,68,62,65,66,66,42,38,67,64,61,69,65,46,67,68,35,69,55,65,61,63,63,65,61,67,53,69,64,70,66,61,62,66,58,65,62,66,36,60,64,68,67,49,48,45,66,64,60,66,43,40,36,62,38,51,49,69,38,60,65,62,62,65,41,39,39,63,68,63,58,44,67,72,65,65,52,64,49,63,61,63,69,63,38,63,70,64,52,45,43,47,68,65,61,46,34,62,63,66,65,41,65,38,54,44,41,65,63,66,42,33,41,37,65,66,55,case
Patient_369,45,64,67,59,64,57,62,63,58,54,51,64,64,53,70,55,46,66,65,47,64,54,55,60,67,62,63,55,63,61,65,60,65,57,53,68,53,55,63,58,63,55,61,64,68,66,45,55,47,65,55,59,65,52,43,60,63,45,46,49,64,40,60,65,56,51,61,52,49,51,63,63,54,60,35,61,65,66,58,58,62,57,61,61,63,55,60,42,59,64,63,40,41,45,37,65,62,58,46,47,53,52,63,60,46,65,38,47,62,56,64,52,65,41,61,48,53,60,65,52,case
Patient_370,52,65,65,50,62,53,59,64,53,43,43,64,65,46,64,50,52,63,65,45,63,48,47,55,65,61,59,49,65,61,64,53,64,49,49,67,50,41,63,48,65,36,51,63,64,65,24,56,22,64,49,54,60,36,40,35,59,44,54,58,63,55,49,62,50,49,62,38,29,44,62,58,49,57,46,60,67,71,46,57,59,58,60,56,61,53,57,59,59,62,65,21,47,25,52,62,61,50,46,44,50,48,61,56,20,64,48,52,43,45,65,47,65,51,37,46,48,52,65,48,case
Patient_371,63,68,65,67,67,67,64,65,67,38,38,64,64,69,71,69,27,68,69,33,69,57,67,71,67,68,66,68,63,64,69,67,66,70,66,69,67,54,67,68,67,25,72,67,69,67,67,68,63,67,67,69,64,30,29,29,68,35,59,73,66,39,64,71,69,67,69,26,64,24,69,68,68,69,57,65,66,69,69,68,62,61,68,68,66,70,64,37,68,65,64,56,18,62,23,67,65,68,28,56,70,67,69,62,64,67,39,71,66,64,66,69,67,37,69,42,30,65,72,62,case
Patient_372,50,60,55,60,59,61,59,57,63,48,51,58,60,61,57,63,48,61,59,54,60,47,65,63,59,59,61,62,63,50,62,61,60,66,61,57,59,57,58,58,62,40,64,59,60,59,50,46,44,60,62,46,60,45,54,51,60,55,52,47,58,46,64,58,67,62,61,51,35,47,59,60,64,62,38,61,58,60,63,46,58,48,59,62,60,65,60,52,61,62,58,50,53,42,51,59,59,64,47,15,63,66,61,65,34,59,53,50,9,15,58,64,58,50,9,48,55,61,61,65,case
Patient_373,46,58,61,57,62,57,61,61,57,40,41,62,61,65,63,59,54,62,61,46,59,50,61,57,59,60,57,57,62,49,63,54,59,59,62,62,58,66,59,56,61,39,55,62,60,64,8,48,5,62,57,48,61,38,40,38,60,45,46,45,63,47,58,60,65,63,59,44,7,38,60,60,55,59,35,62,65,65,57,45,59,46,60,59,60,66,56,47,57,60,61,8,50,10,57,59,61,55,46,42,66,66,60,54,23,60,45,45,40,48,61,60,61,48,35,46,41,53,60,61,case
Patient_374,51,61,60,60,60,59,62,60,59,47,40,60,60,54,61,61,56,58,61,38,62,47,59,59,63,60,59,59,60,45,62,54,57,65,59,66,60,50,56,66,63,38,68,62,62,62,22,52,17,60,60,48,60,43,42,39,57,40,52,53,61,47,57,64,58,59,62,44,17,46,59,59,61,59,47,60,63,62,59,53,55,48,59,62,56,61,55,53,58,59,56,14,48,21,53,59,57,59,39,43,56,61,57,65,18,59,44,47,48,48,60,60,60,54,43,43,46,61,64,51,case
Patient_375,82,53,57,74,56,70,54,52,69,14,29,53,55,70,54,74,18,58,54,19,56,50,70,59,58,54,57,67,53,83,56,59,54,71,72,58,67,62,52,71,60,42,73,57,55,55,81,66,86,54,72,68,52,27,33,14,59,26,85,66,56,28,69,59,73,70,61,25,79,42,57,55,69,61,83,54,57,56,71,67,53,88,54,55,55,71,57,37,61,53,50,87,32,86,25,52,55,72,49,86,72,73,55,69,83,57,21,60,78,84,55,69,56,34,62,19,12,71,63,76,case
Patient_376,51,58,61,65,59,68,67,62,68,49,43,58,61,71,61,69,48,62,61,37,64,55,68,67,63,63,66,66,63,50,59,68,58,68,70,59,65,71,65,68,65,43,68,64,61,62,27,49,36,64,69,48,64,46,45,36,65,43,53,45,59,46,69,65,70,68,70,43,33,41,66,66,65,71,40,57,63,61,69,45,56,48,65,67,67,69,67,46,70,64,59,32,52,34,47,58,65,64,42,41,68,66,65,64,29,60,37,50,36,31,62,66,60,44,30,44,43,67,62,69,case
Patient_377,61,75,73,69,71,63,75,76,68,1,13,77,72,63,76,65,6,72,76,35,75,62,66,69,73,74,74,66,73,61,73,75,72,70,64,71,59,69,75,67,71,24,64,77,70,74,61,64,61,75,66,62,77,12,13,13,73,22,62,62,76,13,72,72,67,66,72,4,62,0,75,79,67,70,60,69,71,71,71,61,73,61,74,73,70,65,74,6,73,73,75,62,16,62,17,74,74,71,6,62,62,66,74,63,61,72,7,64,61,61,74,64,76,22,64,19,21,69,70,51,case
Patient_378,55,65,67,52,63,52,57,64,50,24,27,63,65,53,60,52,12,61,64,21,62,50,47,55,65,64,56,47,65,52,63,54,64,52,52,65,52,53,64,52,57,23,54,62,64,65,58,61,57,65,52,62,62,29,23,17,61,38,56,63,63,21,51,62,54,52,55,32,52,31,64,57,52,60,53,65,66,66,52,59,63,59,61,58,64,51,55,11,58,61,62,55,20,56,10,64,62,50,24,53,51,48,57,56,54,64,16,66,54,54,66,52,66,19,62,21,7,51,59,53,case
Patient_379,57,58,60,64,55,66,67,54,62,17,25,59,54,66,56,64,32,62,58,20,68,53,64,69,57,63,66,64,57,55,56,72,57,61,65,58,63,58,61,62,61,18,64,63,58,57,55,67,54,57,66,62,63,16,20,20,62,26,53,67,56,39,70,63,62,64,66,20,54,27,63,69,64,65,50,58,56,55,66,65,56,53,68,66,64,63,68,7,66,62,55,53,3,53,10,57,64,61,16,51,60,63,64,60,56,58,28,69,55,53,61,68,55,23,69,23,31,67,62,62,case
Patient_380,59,58,53,42,55,45,54,58,48,8,17,54,58,51,56,50,12,55,57,16,53,48,50,54,56,55,55,44,58,58,57,53,54,50,50,54,44,38,55,44,56,0,46,53,57,56,56,69,55,56,43,66,55,29,3,18,56,14,59,69,57,29,40,56,52,46,55,0,57,4,53,52,41,56,55,57,55,57,41,69,55,59,57,52,58,51,55,6,59,56,58,55,1,57,15,55,53,49,0,56,54,54,55,47,57,60,18,72,57,55,56,46,60,19,69,14,4,43,58,60,case
Patient_381,11,64,64,62,64,61,63,66,60,54,53,66,61,67,66,66,37,66,65,45,68,54,68,61,60,64,62,62,66,12,66,62,69,60,64,63,64,55,67,57,61,56,56,64,67,62,40,6,39,64,63,23,63,52,47,52,63,45,11,7,64,33,59,63,67,63,62,54,40,53,65,63,57,60,6,66,66,63,57,0,66,13,67,60,63,69,67,38,63,66,65,35,41,30,39,67,63,61,41,41,70,68,63,54,33,67,40,7,45,45,62,65,62,36,60,47,58,59,64,61,case
Patient_382,62,57,56,63,55,61,52,58,62,19,25,55,53,67,56,64,14,55,57,14,53,48,64,51,56,54,54,65,56,62,54,50,56,60,65,54,61,60,55,60,55,28,64,54,57,58,62,70,63,57,64,69,53,25,12,17,52,19,63,71,55,14,63,54,70,64,52,24,58,26,54,54,65,54,62,57,55,57,64,68,57,61,53,50,54,71,55,17,52,55,55,60,30,64,23,57,53,65,34,61,67,67,54,61,62,56,11,73,60,62,57,64,56,14,69,19,22,62,53,67,case
Patient_383,66,64,62,67,63,67,63,61,66,14,29,59,62,68,62,66,4,63,62,11,63,51,66,66,64,63,68,69,63,65,67,69,61,69,71,63,68,66,63,69,66,21,73,62,65,61,63,51,69,61,68,53,61,43,6,8,65,10,71,50,62,14,70,61,65,68,68,23,61,45,62,65,67,68,70,62,65,60,68,52,61,73,66,65,63,64,68,13,66,63,61,68,36,73,14,64,61,71,31,69,66,66,65,70,67,63,10,49,59,66,63,67,64,13,47,1,4,67,64,67,case
Patient_384,70,61,61,53,62,55,60,63,57,18,19,64,64,56,66,53,8,59,62,18,59,46,52,59,62,62,59,52,62,72,62,59,62,60,55,64,53,54,63,52,59,26,55,62,61,64,74,80,74,61,52,79,62,34,20,27,60,23,69,79,63,14,58,63,54,54,60,31,73,17,60,63,51,59,73,62,63,63,56,77,64,73,59,61,60,53,58,24,60,61,61,71,20,74,19,62,61,52,18,70,52,52,59,52,71,60,19,85,71,75,66,52,65,14,82,14,27,55,60,49,case
Patient_385,88,51,50,69,54,70,56,57,70,9,6,50,55,65,56,64,16,52,54,12,50,49,67,62,55,55,61,70,53,86,52,65,58,70,66,53,60,70,57,70,57,36,65,56,55,54,88,63,90,56,71,63,61,25,17,8,59,0,84,62,59,8,74,54,63,68,59,34,84,44,56,57,72,64,86,54,51,49,72,65,55,90,59,64,53,60,61,15,57,56,55,84,37,88,16,55,54,77,19,85,63,63,58,72,90,52,21,61,83,90,57,64,53,15,61,6,6,70,53,62,case
Patient_386,52,51,49,78,51,73,56,46,78,9,9,46,51,71,47,71,2,53,49,4,55,48,70,65,51,54,63,74,50,55,53,64,49,73,72,52,71,68,51,72,56,24,76,56,53,50,55,77,44,51,74,77,56,18,4,13,58,5,48,73,52,15,78,56,72,71,58,16,61,45,56,61,73,64,51,54,51,49,78,78,54,44,57,62,56,72,61,0,57,55,52,50,23,47,5,53,54,77,23,50,71,71,56,75,50,51,16,76,60,53,51,73,48,6,78,0,5,72,56,69,case
Patient_387,72,63,65,62,64,63,64,65,63,20,23,67,63,58,63,61,32,65,66,9,63,50,58,65,66,66,63,60,60,72,63,62,66,59,57,68,59,53,65,64,65,23,65,63,65,63,76,56,77,66,62,61,66,13,23,28,66,40,77,59,63,28,63,67,58,58,64,12,70,14,66,64,64,62,79,62,62,65,62,57,63,76,64,62,63,58,60,19,65,61,64,77,7,78,32,66,62,64,10,77,59,57,63,63,72,63,21,56,69,78,70,57,63,16,56,22,12,63,67,58,case
Patient_388,57,68,68,62,68,63,66,69,64,46,49,69,65,57,68,59,35,66,68,49,68,59,58,64,69,68,65,61,64,52,69,61,68,65,61,68,64,51,65,57,70,38,64,68,66,67,31,55,35,67,60,54,67,49,48,45,64,45,60,57,65,41,54,66,57,61,66,47,41,47,67,65,62,63,47,64,69,67,58,52,66,56,68,66,63,64,62,40,65,66,65,31,43,31,39,67,64,58,49,32,57,59,66,61,30,66,47,54,34,22,67,58,65,35,23,47,42,62,68,62,case
Patient_389,82,77,73,48,73,47,68,76,49,19,1,78,73,53,80,50,9,71,76,5,74,54,53,65,74,76,64,47,71,82,74,60,74,55,47,74,52,49,73,47,68,3,48,72,76,76,82,69,78,74,46,77,73,7,11,8,70,12,87,74,76,10,43,70,50,54,66,18,83,17,71,66,45,65,85,74,71,73,45,77,76,82,70,69,70,52,60,5,66,69,74,84,3,84,3,79,75,43,29,85,53,57,69,50,81,73,0,67,84,81,74,48,78,15,69,17,25,45,71,46,case
Patient_390,63,63,64,64,65,64,67,62,62,10,4,64,65,66,66,63,12,65,66,12,64,53,65,62,61,65,65,61,61,64,62,65,66,63,63,62,61,63,65,64,63,0,59,63,63,63,65,66,69,66,68,59,66,4,13,26,64,12,68,64,67,20,66,63,67,67,63,25,62,9,63,63,64,65,67,63,64,62,66,61,63,69,65,64,63,61,64,12,64,63,65,68,16,69,20,63,64,64,4,68,62,63,63,59,64,61,23,68,61,67,68,65,63,9,65,17,17,64,63,55,case
Patient_391,15,63,64,64,66,69,63,63,65,55,54,64,67,69,63,68,41,64,64,36,61,49,71,61,65,66,61,68,70,17,61,63,66,68,69,63,68,64,61,63,65,57,67,61,64,65,11,17,13,64,70,10,61,52,39,53,61,44,17,11,66,49,67,62,72,69,63,52,13,52,61,61,70,65,9,66,67,63,65,16,67,16,61,63,65,68,63,41,66,65,63,9,44,26,39,63,63,67,39,42,71,70,62,69,22,64,35,12,42,37,68,68,67,44,36,41,53,68,62,71,case
Patient_392,55,47,48,67,48,62,56,46,66,12,16,45,48,63,44,61,4,50,48,19,56,47,62,59,46,51,60,65,51,51,49,59,46,66,62,48,59,58,48,66,54,15,64,51,47,46,53,52,53,50,65,51,54,0,9,23,53,21,53,54,47,19,65,51,61,61,58,7,52,8,49,57,64,60,48,51,48,45,64,54,49,53,53,56,52,59,59,17,59,54,50,50,0,53,7,47,53,65,8,52,59,61,56,69,54,51,8,50,49,54,48,59,47,7,48,27,17,63,54,56,case
Patient_393,44,59,61,70,59,69,65,62,71,15,5,57,59,67,62,67,19,65,62,10,64,52,66,66,60,66,63,67,53,47,61,65,63,66,66,60,68,66,63,69,64,31,68,65,64,59,49,71,37,62,70,67,64,19,7,8,67,15,38,71,62,12,71,64,67,68,65,38,56,23,63,68,70,63,38,60,61,60,69,65,58,33,67,65,62,69,66,9,65,63,61,41,18,35,18,61,65,72,22,40,66,66,66,69,43,58,18,74,56,43,65,68,61,15,75,8,0,68,64,68,case
Patient_394,50,68,65,57,65,57,63,66,54,35,36,68,66,56,65,59,41,65,65,43,65,52,58,64,65,65,62,57,63,62,66,59,66,54,58,63,59,58,67,50,62,34,54,65,65,65,29,52,35,64,56,51,65,44,40,37,65,39,51,52,65,41,56,64,60,61,63,40,34,37,64,63,55,58,40,66,67,65,56,54,67,53,66,63,63,64,63,43,61,65,66,35,43,42,43,64,65,55,41,35,58,59,64,51,38,64,43,50,40,29,63,60,65,45,43,40,36,56,61,56,case
Patient_395,49,57,54,56,58,61,61,58,62,56,54,54,60,60,58,62,39,57,60,48,55,46,62,59,55,55,60,64,63,46,61,58,62,59,61,53,61,59,58,56,60,53,58,56,63,57,22,39,22,59,59,46,58,61,39,54,59,49,50,41,58,39,55,58,60,63,60,52,26,55,58,57,59,61,38,60,61,58,54,40,57,45,61,58,59,63,59,37,60,65,61,22,42,23,41,57,60,55,54,42,60,62,59,61,28,57,49,53,36,40,56,61,57,38,35,48,59,54,59,65,case
Patient_396,79,67,64,51,64,52,65,69,56,21,9,69,63,49,67,50,19,65,72,26,69,53,52,63,63,66,65,54,60,76,66,64,65,56,49,63,55,48,68,55,64,50,49,65,71,66,76,69,78,69,49,66,65,23,25,16,66,10,76,66,64,35,51,66,48,51,63,28,72,22,66,64,49,56,78,61,67,67,50,65,63,79,65,65,64,55,63,18,65,67,67,75,38,80,11,66,68,50,33,76,52,51,65,47,77,65,16,66,76,78,65,50,65,30,67,5,28,50,65,49,case
Patient_397,74,64,64,58,64,59,64,67,60,14,20,67,67,55,67,55,18,65,64,16,66,52,56,65,67,64,62,58,59,69,65,57,65,58,53,67,54,52,66,56,65,33,58,61,68,65,70,68,77,65,54,66,65,15,24,7,64,14,73,65,64,29,54,66,56,57,62,26,66,13,62,63,60,62,74,66,66,68,58,66,67,76,61,64,65,56,62,23,61,64,64,73,12,73,31,65,64,54,26,76,53,54,65,61,73,65,21,61,67,73,66,56,69,33,66,22,5,60,63,53,case
Patient_398,62,59,60,66,59,64,60,60,67,43,44,59,59,70,62,70,51,63,60,50,60,50,66,61,62,61,62,65,60,54,62,62,56,66,70,59,59,53,59,65,63,35,69,60,62,61,33,57,34,60,61,58,60,41,45,34,59,49,62,55,60,46,65,58,68,67,65,42,48,48,60,60,65,63,46,56,59,63,66,57,57,56,55,60,61,69,63,52,62,62,61,30,55,32,54,61,60,70,54,43,72,67,63,59,51,60,46,63,42,38,60,68,61,56,47,49,49,69,64,63,case
Patient_399,47,54,58,65,57,68,64,57,68,60,59,55,59,66,57,64,42,63,61,48,61,50,66,66,60,61,62,68,58,53,60,64,59,64,65,56,68,54,57,66,66,63,67,62,59,58,42,52,33,59,66,51,60,61,56,60,60,55,42,53,56,39,67,61,69,65,64,58,34,66,59,62,64,62,39,59,57,58,65,47,57,55,61,63,62,68,65,37,68,65,57,29,35,38,37,55,59,65,51,39,65,67,66,73,27,60,53,46,46,34,63,62,59,41,32,46,63,66,63,68,case
